user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
BeantMrahar,,Twitter for Android,,2021-04-12 03:13:34,False,63,"Today Hashtag 
Retweet 

#DelhiPolice_TorturingFarmers",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:13:32,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/i0cnvsfQut",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:13:21,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/N0K2DSR7TR",0,False
drd_bee,ਮੋਗਾ (ਚੜ੍ਹਦਾ ਪੰਜਾਬ),Twitter for Android,,2021-04-12 03:13:21,False,628,"If we lose this fight, first we will become corporate slaves and then we will eventually be cornered into giving up… https://t.co/cdryCkPjvw",0,False
__Argha__,,Twitter for Android,,2021-04-12 03:13:18,False,42,'Disgraceful' and 'Discourteous' act of Delhi police towards the ones whose hardwork and struggle ensures none slee… https://t.co/ab10Ld1MEy,0,False
Katter_hinduBJP,"Mumbai, India",Twitter for Android,,2021-04-12 03:13:14,False,5415,"'Shameful' and 'Disgusting' act by Delhi Police...!!!!!

#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/LGiWYBW0aa",0,False
pritvirk,ਸਰੀ British Columbia,Twitter for Android,,2021-04-12 03:13:06,False,2521,@har_kaur1 DelhiPolice_TorturingFarmers,0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:13:06,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/P2wpduiJxy",0,False
drd_bee,ਮੋਗਾ (ਚੜ੍ਹਦਾ ਪੰਜਾਬ),Twitter for Android,,2021-04-12 03:12:58,False,628,"It’s not about only “Farmers”. Our police is converting into attackers gang.

Let’s stand unite against police inju… https://t.co/9SPzlqOO9N",0,False
ohi_kudi,,Twitter for iPhone,,2021-04-12 03:12:54,False,694,Don’t give your votes to this moron if you want to save the Indian democracy #DelhiPolice_TorturingFarmers https://t.co/uRulAk9jZ5,0,False
Iamjazzie96,Canada 🍁,Twitter for iPhone,,2021-04-12 03:12:53,True,1790,"@rumsomal No doubt....

#DelhiPolice_TorturingFarmers",0,False
RikkSingh,"Calgary,  Canada",Twitter for iPhone,,2021-04-12 03:12:52,True,132,"Save Farmers
#DelhiPolice_TorturingFarmers",0,False
drd_bee,ਮੋਗਾ (ਚੜ੍ਹਦਾ ਪੰਜਾਬ),Twitter for Android,,2021-04-12 03:12:43,False,628,"Inform my land &amp; children we did not give up 

A farmer is a magician who produce money from mud

We ain't giving u… https://t.co/eEnMkh3fce",0,False
akanaha_katter,India,Twitter for Android,,2021-04-12 03:12:39,False,2266,"Farmers sitting on the highway carrying the KMP highway closed, trolleys, mattresses and cots.… https://t.co/YbVQCh2Ixm",0,False
farmers_justice,,Twitter Web App,,2021-04-12 03:12:38,False,1011,"#DelhiPolice_TorturingFarmers

Put an end to Police brutality. https://t.co/8WLfuCo4xc",1,False
Manniepreet,,NoFoodNoFarmer,,2021-04-12 03:12:34,False,192,"Delhi police continue to engage with BJP goons and threaten the farmers protest. 
#DelhiPolice_TorturingFarmers
 Th… https://t.co/gnOatpOxeP",0,False
drd_bee,ਮੋਗਾ (ਚੜ੍ਹਦਾ ਪੰਜਾਬ),Twitter for Android,,2021-04-12 03:12:29,False,628,Don't wake up with the regret of what you couldn't accomplish yesterday. Wake up while thinking about what will be… https://t.co/fdZoDJ4TdC,0,False
Mandeep98152617,,Twitter for iPhone,,2021-04-12 03:12:27,False,6,Farmers protest  #DelhiPolice_TorturingFarmers,0,False
SonnyJudge1,,NoFoodNoFarmer,,2021-04-12 03:12:23,False,561,BJP goons throwing stones at farmers with Delhi police just standing and watching from behind. Shame Delhi police… https://t.co/SDLuZu14Df,0,False
Parmind42619715,"ਮੋਹਾਲੀ,ਪੰਜਾਬ",Twitter for Android,,2021-04-12 03:12:21,False,564,"@advGaganSidhu @Malkitsaggu99 @capt_amarinder Captain is very busy with aroosa
@capt_amarinder 
@DGPPunjabPolice… https://t.co/Igpzn6USw8",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:12:19,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/7GCYWpXUHH",1,False
Tractor2twitr,"Ludhiana, India",Twitter for iPhone,,2021-04-12 03:12:12,False,135,"As we all know @DelhiPolice reports to @AmitShah 
Will he take full responsibility of illegal detentions &amp; tortures… https://t.co/QT6zbUkkED",10,False
SukheetJataana,Canada,NoFoodNoFarmer,,2021-04-12 03:12:12,False,494,"Police silencing the farmers by torturing them.
#DelhiPolice_TorturingFarmers
 Chardi Kala !! https://t.co/0DuvgnBjvo",0,False
kissanektadelhi,"Delhi, India",Twitter for Android,,2021-04-12 03:12:11,True,0,"'Shameful' &amp; 'Disgusting' act by Delhi Police!

How obnoxious can Modi govt be??

Torturing &amp; thrashing the youth i… https://t.co/aCh53L0sOk",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:12:05,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/6JMFsNdC2w",1,False
Farmtweet2,,Twitter for Android,,2021-04-12 03:12:04,False,65,"#DelhiPolice_TorturingFarmers
Beauty captures your attention, but personality captures your heart.  https://t.co/SUSNlTfCsn",0,False
AmrinderS_13, ਨਨਹੇੜਾ ਪੰਜਾਬ ਭਾਰਤ।,Twitter for Android,,2021-04-12 03:12:01,False,515,"What is this !!!!
#DelhiPolice_TorturingFarmers 
#FarmersProtest https://t.co/07DuQkifqc",0,False
RamanGrew,Canada,Twitter for iPhone,,2021-04-12 03:11:52,False,72,"@sukhdha75655514 #DelhiPolice_TorturingFarmers 

The wrath of the Delhi Police",0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:11:46,False,1763,@AmritSi62426861 Totally agree #DelhiPolice_TorturingFarmers #FarmersProtest,0,False
Sherry_HR_85,"Ambala, India",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000017B1B495A90>, id='1d3a1d48179186a0', url='https://api.twitter.com/1.1/geo/id/1d3a1d48179186a0.json', place_type='city', name='Ambala', full_name='Ambala, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000017B1B495A90>, type='Polygon', coordinates=[[[76.544635, 30.0705354], [77.1898735, 30.0705354], [77.1898735, 30.4357175], [76.544635, 30.4357175]]]), attributes={})",2021-04-12 03:11:37,True,48,"Today Hashtag 
Retweet 

#DelhiPolice_TorturingFarmers https://t.co/J4Fb07q3Tb",0,False
RavinderSidhu76,,Twitter for Android,,2021-04-12 03:11:33,False,542,"Farmer Protest
#DelhiPolice_TorturingFarmers
#अरेस्ट_नरसिंघानन्द",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:11:27,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/4NlYWPLZqi",1,False
ohi_kudi,,Twitter for iPhone,,2021-04-12 03:11:25,False,694,Nothing less is acceptable #DelhiPolice_TorturingFarmers https://t.co/OvgybhIzPh,0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:11:18,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/zhthPR2Lex",0,False
Manpree75939264,,Twitter for iPhone,,2021-04-12 03:11:16,False,423,"We are with Farmers #DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/E3Y4O3lrHt",0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:11:13,False,1763,Boycott BJP and RSS #DelhiPolice_TorturingFarmers #FarmersProtest,1,False
ohi_kudi,,Twitter for iPhone,,2021-04-12 03:11:12,False,694,We will always Stand for the right and fight against the wrong #DelhiPolice_TorturingFarmers https://t.co/GyZoYGO4ID,0,False
CaliwaliK,,Twitter for iPhone,,2021-04-12 03:11:03,False,73,@capt_amarinder was so quick to respond when Malot MLA incident happened.  Why is not the same importance given to… https://t.co/QfdXqn8xOP,0,False
Amandeep_Gill13,ਮੇਰਾ ਸੋਹਣਾ ਦੇਸ਼ ਪੰਜਾਬ,Twitter for Android,,2021-04-12 03:11:00,False,135,"Use Hashtag in support of farmers 
#DelhiPolice_TorturingFarmers
#DelhiPolice_TorturingFarmers",0,False
Amanpre12968324,Punjab India,Twitter for Android,,2021-04-12 03:10:59,False,1258,"Good morning to everyone 
Support farmers 
Kisan majdoor ekta jindabaad 
#DelhiPolice_TorturingFarmers 
#FarmersProtest",1,False
aevi84,"Melbourne, Victoria",Twitter for iPhone,,2021-04-12 03:10:58,False,63,Every single person in this world is #Slave of #Corporations #DelhiPolice_TorturingFarmers #FarmersProtest https://t.co/A6gv0E3DYD,0,False
AdarshIndian,"PATNA,BIHAR",Twitter Web App,,2021-04-12 03:10:48,False,199,"#DelhiPolice_TorturingFarmers
they show this👇          to hide this👇 https://t.co/OccnZIoR4S",1,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:10:47,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/TFDzQmuJZu",0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:10:45,False,1763,Modi was almost at the edge of selling every sector and national asset but he made a blunder mistake by underestima… https://t.co/YbHATNzEXb,0,False
Parmind42619715,"ਮੋਹਾਲੀ,ਪੰਜਾਬ",Twitter for Android,,2021-04-12 03:10:41,False,564,"@_ManikGoyal @DelhiPolice @capt_amarinder @DGPPunjabPolice Yes tag them in maximum tweet
Dubb marro Punjab govt… https://t.co/DTCCaDWrC6",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:10:35,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/uzlJBiLLwk",0,False
Manniepreet,,NoFoodNoFarmer,,2021-04-12 03:10:33,False,192,"Youth farmer Ranjit Singh reveals shocking details of police torture on him
#DelhiPolice_TorturingFarmers
 The Worl… https://t.co/8BTjpyajpC",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:10:29,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/7BLzY7vic9",0,False
Jasdeep29910602,,Twitter for iPhone,,2021-04-12 03:10:25,False,17,Our Farmers our pride. No one can Torture our Farmer’s. Strict action should be take. Against Delhi Police… https://t.co/d0819fFwNf,0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:10:23,False,1763,"Greetings Twitter friends 🙏🏼

Another day another hashtag: 

It’s farmers vs modi who has sold his soul to greedy c… https://t.co/XlzOcPyYDY",0,False
SonnyJudge1,,NoFoodNoFarmer,,2021-04-12 03:10:23,False,561,"Hospitalised farmer alleges torture by Sathankulam cops

#DelhiPolice_TorturingFarmers
 I Support Farmers! https://t.co/1aovIpavhW",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:10:14,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/fDdL2CkXiA",0,False
sandhulandlord1,Punjab,Twitter for iPhone,,2021-04-12 03:10:14,False,166,"Notwithstanding anything, We will continue to fight until Farm Laws are repealed. #DelhiPolice_TorturingFarmers
#FarmersProtest",1,False
admiral_Genrel,Republic of Wadiya,Twitter for Android,,2021-04-12 03:10:13,False,1486,"#DelhiPolice_TorturingFarmers

At least this revolution showed us the real face of these so called bastard celebrit… https://t.co/UX1dKKTxJ3",2,False
SukheetJataana,Canada,NoFoodNoFarmer,,2021-04-12 03:10:12,False,494,"Delhi police is beating farmers who are protesting peacefully.
#DelhiPolice_TorturingFarmers
 Chardi Kala !! https://t.co/KgBnUHtmn0",0,False
farmers_justice,,Twitter Web App,,2021-04-12 03:10:07,False,1011,"#DelhiPolice_TorturingFarmers

Delhi Police, stop your torture and injustice towards our farmers and social activis… https://t.co/FP1ZkQhwXs",3,False
RamanGrew,Canada,Twitter for iPhone,,2021-04-12 03:10:03,False,72,"#DelhiPolice_TorturingFarmers 

The wrath of the Delhi Police",0,False
navin4nation,India,Twitter for Android,,2021-04-12 03:09:58,False,2278,@Bhupinderq33n @Tractor2twitr @gillsukhmani111 @navdeepsingh_77 @HarshKumarBhal1 @Monica_Gill1 @MahuaMoitra… https://t.co/ZoLEKIijwX,0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:09:57,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/aaGjJErkLW",0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:09:53,False,1763,"Please write something with hashtag!
Without caption ht is considered as bot! #DelhiPolice_TorturingFarmers #FarmersProtest",0,False
Rhythm_ia,,Twitter Web App,,2021-04-12 03:09:51,False,85,"The Delhi Police comes directly under (Union Home Minister Amit Shah). Its behaviour, approach and attitude so far… https://t.co/QnHF2FZyYr",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:09:48,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/HYADPV3R6r",0,False
Manpree75939264,,Twitter for iPhone,,2021-04-12 03:09:44,False,423,"We will not forget this we will learn from this #DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/qzdofMJv9c",0,False
MaanAmrit6,,Twitter for Android,,2021-04-12 03:09:41,False,71,"Everyone needs food to survive.
Support farmers if u respect your food
#DelhiPolice_TorturingFarmers… https://t.co/ILSDPdbVeY",1,False
Manpree75939264,,Twitter for iPhone,,2021-04-12 03:08:54,False,423,"Tractor to Twitter #DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/MqTDKR10SF",0,False
_Marktamang,,Twitter for Android,,2021-04-12 03:08:52,False,1056,"#DelhiPolice_TorturingFarmers #CBSE
Students are going to cross 1M tweets on #cancelboardexam2021 but Government is… https://t.co/R96PjDCMU4",2,False
Gurjeet28264447,,Twitter for Android,,2021-04-12 03:08:42,False,28,"Hashtag for today (12/04/21):

#DelhiPolice_TorturingFarmers",0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:08:37,False,1763,"Being silent isn't applicable everywhere, so don't take silence as maturity if it is against humanity.… https://t.co/2u2s18TQEp",1,False
Manniepreet,,NoFoodNoFarmer,,2021-04-12 03:08:35,False,192,Delhi police arresting people from Punjab that does belong to their jurisdiction. Is Punjab Govt sleeping?… https://t.co/rM61emA2EW,0,False
Manpree75939264,,Twitter for iPhone,,2021-04-12 03:08:35,False,423,"KMP closed was successful #DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/EZtQFlWNTP",0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:08:32,False,1763,Modi was almost at the edge of selling every sector and national asset but he made a blunder mistake by underestima… https://t.co/5gBZQ9O9Ux,0,False
indianproud12,India,Twitter for iPhone,,2021-04-12 03:08:26,False,357,"This was such an amazing march. 

#DelhiPolice_TorturingFarmers #FarmersProtest https://t.co/fUoLkqryty",4,False
SonnyJudge1,,NoFoodNoFarmer,,2021-04-12 03:08:24,False,561,"Delhi police beating the farmers for peaceful protest.
#DelhiPolice_TorturingFarmers
 I Support Farmers! https://t.co/JluoyWvgpB",0,False
Jasdeep29910602,,Twitter for iPhone,,2021-04-12 03:08:22,False,17,We strongly Condemn this shameful act #DelhiPolice_TorturingFarmers,0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:08:13,False,1763,"This is the land that cannot live without farmers. Our farmers are our strength.

Standing firm with our Farmers.… https://t.co/sIBgsq1CJb",4,False
SukheetJataana,Canada,NoFoodNoFarmer,,2021-04-12 03:08:13,False,494,"Delhi police beating and torturing farmers on behest of BJP
#DelhiPolice_TorturingFarmers
 Chardi Kala !! https://t.co/q6ENF4sUpx",1,False
veekalra04,"Alwar, India",Twitter for Android,,2021-04-12 03:08:12,False,17,"lets support and shoe them that we r with #Farmers.
So retweet and repeat wid me. #DelhiPolice_TorturingFarmers https://t.co/bQbdvPEgmA",0,False
DharamvirGandhi,"Patiala,Punjab,India",Twitter for iPhone,,2021-04-12 03:08:07,True,615,"Strongly condemn Police atrocities on cousin of Mr lakha sidhana by @DelhiPolice . Law and order issue if any,is a… https://t.co/BahrDaHK0a",3,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:08:03,False,1763,"If the farmer is rich, so is the nation!    #DelhiPolice_TorturingFarmers #FarmersProtest",3,False
Gurpal_joshan,"Shahjahanpur, India",Twitter for Android,,2021-04-12 03:08:02,True,407,"'Shameful' &amp; 'Disgusting' act by Delhi Police!

How obnoxious can Modi govt be??

Torturing &amp; thrashing the youth i… https://t.co/cfCnjzKu2x",0,False
Manpree75939264,,Twitter for iPhone,,2021-04-12 03:07:58,False,423,"@DelhiPolice against Indian Farmers, what a shame #DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/KJo6vKtDic",0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:07:40,False,1763,"FARMERS who feed the world, have to go through struggling era in order to ensure their rights regarding land, 
WHER… https://t.co/67VTvGXlSs",3,False
MaanAmrit6,,Twitter for Android,,2021-04-12 03:07:23,False,71,"Never give up.
Fight for the right
#DelhiPolice_TorturingFarmers",1,False
dhillongulzar,,Twitter for Android,,2021-04-12 03:07:23,False,191,"Today hashtag
12/04/2021
#DelhiPolice_TorturingFarmers https://t.co/7XjR5tr3ve",0,False
RamanGrew,Canada,Twitter for iPhone,,2021-04-12 03:07:23,False,72,"@Parwind44289728 #DelhiPolice_TorturingFarmers

Good morning",0,False
farmers_stand,,Twitter for iPhone,,2021-04-12 03:07:21,False,1763,"&amp; now surviving the heat for their rights

Modi govt. On other side; has forgotten the welfare of nation &amp; followin… https://t.co/cwsNFoeTOG",0,False
kaurnavjothere,,Twitter for Android,,2021-04-12 03:07:13,False,107,We cannot sit quietly while the Gundaraaj of Delhi police &amp; bjp politicians continuing harming our innocent farmers… https://t.co/a9vooJGNO2,2,False
Iamjazzie96,Canada 🍁,Twitter for iPhone,,2021-04-12 03:07:11,True,1790,"@Manpree75939264 Yes...Make it no 1

#DelhiPolice_TorturingFarmers",0,False
ohi_kudi,,Twitter for iPhone,,2021-04-12 03:07:05,False,694,Stop harassing our farmers #DelhiPolice_TorturingFarmers https://t.co/E7425Iuoct,1,False
Manpree75939264,,Twitter for iPhone,,2021-04-12 03:07:05,False,423,"Nice 👍 #DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/HelIQadfNl",2,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 03:07:01,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/04SbNvufbq",0,False
KULVEER29653138,Hatepur,Twitter Web App,,2021-04-12 03:07:00,False,395,"@ohi_kudi Too much.. 
#DelhiPolice_TorturingFarmers",0,False
Motivat77087905,ਪੰਜ+ਆਬ,Twitter for Android,,2021-04-12 03:07:00,True,285,It's very shameful that Delhi police torturing farmers without any reason .just because they fight for their rights… https://t.co/PhYuuu6JSg,3,False
KaranJassi18,,Twitter for Android,,2021-04-12 03:06:52,False,36,"Today Hashtag 
Retweet 

#DelhiPolice_TorturingFarmers https://t.co/Go5GzJC0ot",0,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 03:06:51,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/3BGLknk8wP",0,False
Jasdeep29910602,,Twitter for iPhone,,2021-04-12 03:06:49,False,17,Youth of India is under attack from Delhi Police and Home Minister. Shame on Government.… https://t.co/Zi0SqTtWip,0,False
kaursandhu84,ਅੰਬਰਸਰੀਏ (ਮਾਝੇ ਆਲੇ),Twitter for Android,,2021-04-12 03:06:48,False,24,DelhiPolice_TorturingFarmers https://t.co/VBcX6APhQd,0,False
gurpreetarg,India,Twitter for Android,,2021-04-12 03:06:47,False,1,"Take 3 laws back and let farmers live a respectable life.
#DelhiPolice_TorturingFarmers",0,False
MaanAmrit6,,Twitter for Android,,2021-04-12 03:06:43,False,71,"It is the fight for the right. It is the fight for https://t.co/PtNKldZduz is the fight for future generations.
Far… https://t.co/yzee27yxKX",1,False
RamanGrew,Canada,Twitter for iPhone,,2021-04-12 03:06:38,False,72,"#DelhiPolice_TorturingFarmers

Delhi Police Torturing Farmers",0,False
Manniepreet,,NoFoodNoFarmer,,2021-04-12 03:06:35,False,192,Use of force and torturing farmers by Delhi police on behest of Modi is not going to work. United nations stand tog… https://t.co/9gFh8xHKy9,0,False
macdhillonn,"Toronto, Ontario",Twitter for iPhone,,2021-04-12 03:06:30,True,115,Modi Government is targeting minor communities one by one. We all should stand together and get rid of such a shitt… https://t.co/JKHcF1GBFz,3,False
SonnyJudge1,,NoFoodNoFarmer,,2021-04-12 03:06:24,False,561,Delhi police is helping BJP in dividing the country. Farmers are uniting the country.… https://t.co/KxmZWiCy0l,0,False
kaursandhu84,ਅੰਬਰਸਰੀਏ (ਮਾਝੇ ਆਲੇ),Twitter for Android,,2021-04-12 03:06:21,False,24,DelhiPolice_TorturingFarmers https://t.co/0a89lqJKv2,0,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 03:06:19,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/7ClCa0YU8h",0,False
SukheetJataana,Canada,NoFoodNoFarmer,,2021-04-12 03:06:13,False,494,"Delhi police used teargas on on peaceful farmers who are protesting for their rights
#DelhiPolice_TorturingFarmers… https://t.co/ayvKj5VwM9",0,False
Iamjazzie96,Canada 🍁,Twitter for iPhone,,2021-04-12 03:06:12,True,1790,It doesn’t surprise us at all but it’s hurting us after seeing our innocent people r suffering and getting attacked… https://t.co/6PwXqN2PnZ,4,False
nain_vaishali,,Twitter for Android,,2021-04-12 03:06:05,False,10,Modi you are playing with innocent souls who feed the world. United against the black laws . No matter how much you… https://t.co/0twS4bW4qz,0,False
kaursandhu84,ਅੰਬਰਸਰੀਏ (ਮਾਝੇ ਆਲੇ),Twitter for Android,,2021-04-12 03:05:58,False,24,DelhiPolice_TorturingFarmers https://t.co/tfW9qNYmDa,0,False
Motivat77087905,ਪੰਜ+ਆਬ,Twitter for Android,,2021-04-12 03:05:57,True,285,"Use Hashtag in support of farmers 
#DelhiPolice_TorturingFarmers",3,False
gill_psg,,ISupportFarmers,,2021-04-12 03:05:52,False,64,"Police 'torturing' farmers in UP, Uttarakhand to stop them from joining protests: BKU
#DelhiPolice_TorturingFarmers… https://t.co/NaXSKfPWRC",0,False
Hallaaaa_Bol,,Twitter for Android,,2021-04-12 03:05:52,False,36,"@Kisanektamorcha @capt_amarinder Shame on dehli police same like 84 target only Sikhs
#DelhiPolice_TorturingFarmers",1,False
kaursandhu84,ਅੰਬਰਸਰੀਏ (ਮਾਝੇ ਆਲੇ),Twitter for Android,,2021-04-12 03:05:50,False,24,DelhiPolice_TorturingFarmers https://t.co/TUnXLhqJUa,0,False
kaursandhu84,ਅੰਬਰਸਰੀਏ (ਮਾਝੇ ਆਲੇ),Twitter for Android,,2021-04-12 03:05:41,False,24,DelhiPolice_TorturingFarmers https://t.co/UUq07z9oqs,0,False
kaursandhu84,ਅੰਬਰਸਰੀਏ (ਮਾਝੇ ਆਲੇ),Twitter for Android,,2021-04-12 03:05:33,False,24,DelhiPolice_TorturingFarmers https://t.co/ese4ZRwlXt,0,False
Jagsir_S_Gill,,Twitter for Android,,2021-04-12 03:05:29,False,436,"First JNU and Jamia,
Now #FarmersProtest
#DelhiPolice_TorturingFarmers",0,False
rumsomal,"brampton, universe",Twitter for Android,,2021-04-12 03:05:26,False,1328,"Delhi police is the Black Hand of BJP 
#DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/NbAuT5DQaV",0,False
Jasdeep29910602,,Twitter for iPhone,,2021-04-12 03:05:24,False,17,Example of power abuse #DelhiPolice_TorturingFarmers,0,False
RamanGrew,Canada,Twitter for iPhone,,2021-04-12 03:05:22,False,72,"@SandhuLittle #DelhiPolice_TorturingFarmers 

The arsonists did not know that
 If the wind changes direction, they will not survive",0,False
kaursandhu84,ਅੰਬਰਸਰੀਏ (ਮਾਝੇ ਆਲੇ),Twitter for Android,,2021-04-12 03:05:19,False,24,DelhiPolice_TorturingFarmers https://t.co/xAoYrRLOjK,0,False
Hydraty1,,Twitter Web App,,2021-04-12 03:05:18,False,330,"Shame on you #DelhiPolice_TorturingFarmers 
Shame on you #DelhiPolice_TorturingFarmers https://t.co/70oNt3lO0G",0,False
Manpree75939264,,Twitter for iPhone,,2021-04-12 03:05:17,False,423,"@DelhiPolice shame shame #DelhiPolice_TorturingFarmers
#FarmersProtest https://t.co/mMPciuSieB",0,False
supin4_justice,"Ontario, Canada 🇨🇦",Twitter for iPhone,,2021-04-12 03:05:00,False,504,Where is Amit Shah? These are signs of democracy failure. #DelhiPolice_TorturingFarmers https://t.co/Z4Ai4TQU7G,0,False
karanvirk77,👑 ਪੰਜ-ਆਬ 👑 ⚔️Sikh Empire⚔️,Twitter for Android,,2021-04-12 03:04:56,False,992,And daring those ripples build a current which can sweep down the mightiest walls of oppression and resistance :-Ro… https://t.co/5GU07WjHG1,0,False
Jasdeep29910602,,Twitter for iPhone,,2021-04-12 03:04:56,False,17,Not any innocent should be tortured ever #DelhiPolice_TorturingFarmers,0,False
karanvirk77,👑 ਪੰਜ-ਆਬ 👑 ⚔️Sikh Empire⚔️,Twitter for Android,,2021-04-12 03:04:56,False,992,"Each time a man stands up for an ideal, or acts to improve the lot of others, or strikes out against injustice, he… https://t.co/IlLw5Vqekf",0,False
_ringleader_,,Twitter for Android,,2021-04-12 03:04:54,True,261,"what does lakha's brother fault ? 

#DelhiPolice_TorturingFarmers",2,False
drhksibia,"Ludhiana, India",Twitter for Android,,2021-04-12 03:04:52,True,359,"#DelhiPolice_TorturingFarmers 
REPEAL three BLACK laws , stop ATROCITIES....

@Tractor2twitr @_ManikGoyal… https://t.co/kDi9mclXyZ",0,False
nalaikjatt,"Amritsar, India",Twitter Web App,,2021-04-12 03:04:50,False,45,People who shout “biggest democracy of the world”  cant see this? Democracy is not just abt polling ur vote but rul… https://t.co/ztHTfOuKgn,0,False
Manpree75939264,,Twitter for iPhone,,2021-04-12 03:04:42,False,423,Let’s make it no 1 #DelhiPolice_TorturingFarmers https://t.co/5zz4YMkY5v,4,False
Manniepreet,,NoFoodNoFarmer,,2021-04-12 03:04:35,False,192,The current Indian administration is condoning violence against farmers. The world is watching.… https://t.co/uZDjweUIWy,0,False
MaanAmrit6,,Twitter for Android,,2021-04-12 03:04:25,False,71,Torture cannot supress https://t.co/7IFz5rDmS3 are not fighting for political reasons but they are fighting for the… https://t.co/QQTjkd5lfD,1,False
SonnyJudge1,,NoFoodNoFarmer,,2021-04-12 03:04:24,False,561,"Peaceful protesters scare Delhi Police. 
#DelhiPolice_TorturingFarmers
 I Support Farmers! https://t.co/2SHFAIzNoY",0,False
parmbhullar13,,Twitter for Android,,2021-04-12 03:04:23,False,25,"#DelhiPolice_TorturingFarmers
#FarmersProtest 

Andhbhakts and Godi media seeing at Delhi borders that farmers are… https://t.co/fIoZ47eSIe",0,False
Manpree75939264,,Twitter for iPhone,,2021-04-12 03:04:18,False,423,😂😂😂 I like it #DelhiPolice_TorturingFarmers https://t.co/oHpCdB7vbC,0,False
